sl,PubChem_CID,drugbank_id,name,inchikey,inchi,description,smiles,logP,DIRIL_Rank,2023 ATC Search Name,2023 DDD,2023 Unit
100,3052762,DB06480,Prucalopride,ZPMNHBXQOOVQJL-UHFFFAOYSA-N,"InChI=1S/C18H26ClN3O3/c1-24-9-2-6-22-7-3-12(4-8-22)21-18(23)14-11-15(19)16(20)13-5-10-25-17(13)14/h11-12H,2-10,20H2,1H3,(H,21,23)","Prucalopride is a dihydrobenzofurancarboxamide derivative from the benzofurane family that selectively stimulates 5-HT4 receptors and thus, it presents enterokinetic properties.[A37348] The high selectivity of prucalopride allowed further development as it prevented the cardiac adverse reactions observed due to non-target effects of precedent therapies.[A40254] Prucalopride was developed by Shire Development LLC and approved for use in Europe in 2009,[A40250] in Canada on December 7, 2011 and by the FDA on December 17, 2018.[L4880]",COCCCN1CCC(CC1)NC(=O)C1=C2OCCC2=C(N)C(Cl)=C1,2.56,Non-Nephrotoxic,Prucalopride,2,mg
101,1054,DB00165,Pyridoxine,LXNHXLLTXMVWPM-UHFFFAOYSA-N,"InChI=1S/C8H11NO3/c1-5-8(12)7(4-11)6(3-10)2-9-5/h2,10-12H,3-4H2,1H3","Pyridoxine is the 4-methanol form of vitamin B6, an important water-soluble vitamin that is naturally present in many foods. As its classification as a vitamin implies, Vitamin B6 (and pyridoxine) are essential nutrients required for normal functioning of many biological systems within the body. While many plants and microorganisms are able to synthesize pyridoxine through endogenous biological processes, animals must obtain it through their diet. 

More specifically, pyridoxine is converted to pyridoxal 5-phosphate in the body, which is an important coenzyme for synthesis of amino acids, neurotransmitters (serotonin, norepinephrine), sphingolipids, and aminolevulinic acid. It's important to note that Vitamin B6 is the collective term for a group of three related compounds, pyridoxine, pyridoxal, and pyridoxamine, and their phosphorylated derivatives, pyridoxine 5'-phosphate, pyridoxal 5'-phosphate and pyridoxamine 5'-phosphate. Although all six of these compounds should technically be referred to as vitamin B6, the term vitamin B6 is commonly used interchangeably with just one of them, pyridoxine [A32836]. 

Vitamin B6, principally in its biologically active coenzyme form pyridoxal 5'-phosphate, is involved in a wide range of biochemical reactions, including the metabolism of amino acids and glycogen, the synthesis of nucleic acids, hemogloblin, sphingomyelin and other sphingolipids, and the synthesis of the neurotransmitters serotonin, dopamine, norepinephrine and gamma-aminobutyric acid (GABA) [A32837]. 

Pyridoxine is used medically for the treatment of vitamin B6 deficiency and for the prophylaxis of isoniazid-induced peripheral neuropathy (due to [DB00951]'s mechanism of action which competitively inhibits the action of pyridoxine in the above-mentioned metabolic functions). It is also used in combination with [DB00366] (as the commercially available product Diclectin) for the treatment of nausea and vomiting in pregnancy.",CC1=C(O)C(CO)=C(CO)C=N1,-0.77,Non-Nephrotoxic,Pyridoxine (vit B6),0.16,g
102,5029,DB01129,Rabeprazole,YREYEVIYCVEVJK-UHFFFAOYSA-N,"InChI=1S/C18H21N3O3S/c1-13-16(19-9-8-17(13)24-11-5-10-23-2)12-25(22)18-20-14-6-3-4-7-15(14)21-18/h3-4,6-9H,5,10-12H2,1-2H3,(H,20,21)","Rabeprazole is an antiulcer drug in the class of proton pump inhibitors. It is a prodrug - in the acid environment of the parietal cells it turns into active sulphenamide form. Rabeprazole inhibits the H+, K+ATPase of the coating gastric cells and dose-dependent oppresses basal and stimulated gastric acid secretion.",COCCCOC1=C(C)C(CS(=O)C2=NC3=CC=CC=C3N2)=NC=C1,0.6,Nephrotoxic,Rabeprazole,20,mg
103,5035,DB00481,Raloxifene,GZUITABIAKMVPG-UHFFFAOYSA-N,"InChI=1S/C28H27NO4S/c30-21-8-4-20(5-9-21)28-26(24-13-10-22(31)18-25(24)34-28)27(32)19-6-11-23(12-7-19)33-17-16-29-14-2-1-3-15-29/h4-13,18,30-31H,1-3,14-17H2","Raloxifene is a second generation selective estrogen receptor modulator (SERM) that mediates anti-estrogenic effects on breast and uterine tissues, and estrogenic effects on bone, lipid metabolism, and blood coagulation.[A4979,T28] Exhibiting tissue-specific effects distinct from [estradiol], raloxifene is the first of the benzothiophene group of antiestrogens to be labelled a SERM.[A4977] Available in many countries worldwide, raloxifene was initially approved by the FDA in December, 1997 under the market name Evista® for the management and prevention of osteoporosis in postmenopausal women and reduction in risk for invasive breast cancer in postmenopausal women with osteoporosis or those who are at high risk for invasive breast cancer. However, it has a negligible effect on altering the development and progression of breast cancer itself.[label] The most common causes of osteoporosis include postmenopausal deficiency of estrogen and age-related deterioration in bone homeostasis. Due to the risk of bone fractures that may lead to morbidities and reduced quality of life, the management of osteoporosis in postmenopausal women with the use of therapeutic agents in addition to concurrent therapies is critical. Due to the decline in estrogen levels in postmenopausal osteoporosis, hormone replacement therapy (HRT), such as estradiol, has been used to ameliorate the condition. However, due to the off-target actions by HRT, newer non-hormonal agents such as raloxifene and [tamoxifen] have been developed to reduce adverse events through selective pharmacological actions on tissue-specific therapeutic targets.[T28]

The main effects of raloxifene are to preserve the bone mineral density and decrease the risk of breast cancer in postmenopausal women. Compared to estrogen and tamoxifen, raloxifene was not associated with an increased risk of uterine cancer and it does not cause endometrial proliferation.[A716] Although rare, there was an increased risk of venous thromboembolism during clinical trials of postmenopausal women receiving raloxifene. In addition, a clinical study consisting of postmenopausal women with documented coronary heart disease or at increased risk for coronary events showed an increased risk for fatal stroke with raloxifene therapy compared to placebo.[label] It is strongly advised that the risk-benefit ratio is considered before starting raloxifene therapy in women at risk of thromboembolic disease or strokes, such as the prior history of stroke, transient ischemic attack, atrial fibrillation, hypertension, or cigarette smoking.[label]",OC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCN3CCCCC3)C=C2)C2=C(S1)C=C(O)C=C2,5.2,Non-Nephrotoxic,Raloxifene,60,mg
104,5071,DB00478,Rimantadine,UBCHPRBFMUDMNC-UHFFFAOYSA-N,"InChI=1S/C12H21N/c1-8(13)12-5-9-2-10(6-12)4-11(3-9)7-12/h8-11H,2-7,13H2,1H3",An RNA synthesis inhibitor that is used as an antiviral agent in the prophylaxis and treatment of influenza.,CC(N)C12CC3CC(CC(C3)C1)C2,3.6,Non-Nephrotoxic,Rimantadine,0.2,g
105,5161,DB01399,Salsalate,WVYADZUPLLSGPU-UHFFFAOYSA-N,"InChI=1S/C14H10O5/c15-11-7-3-1-5-9(11)14(18)19-12-8-4-2-6-10(12)13(16)17/h1-8,15H,(H,16,17)","Salsalate is a nonsteroidal anti-inflammatory agent for oral administration. Salsalate's mode of action as an anti-inflammatory and antirheumatic agent may be due to inhibition of synthesis and release of prostaglandins. The usefulness of salicylic acid, the active in vivo product of salsalate, in the treatment of arthritic disorders has been established. In contrast to aspirin, salsalate causes no greater fecal gastrointestinal blood loss than placebo. Salsalate is readily soluble in the small intestine where it is partially hydrolyzed to two molecules of salicylic acid. A significant portion of the parent compound is absorbed unchanged and undergoes rapid esterase hydrolysis in the body. The parent compound has an elimination half-life of about 1 hour. Salicylic acid (the active metabolite) biotransformation is saturated at anti-inflammatory doses of salsalate. Such capacity limited biotransformation results in an increase in the half-life of salicylic acid from 3.5 to 16 or more hours.",OC(=O)C1=CC=CC=C1OC(=O)C1=CC=CC=C1O,,Non-Nephrotoxic,Salsalate,3,g
106,54454,DB00641,Simvastatin,RYMZZMVNJRMUDD-HGQWONQESA-N,"InChI=1S/C25H38O5/c1-6-25(4,5)24(28)30-21-12-15(2)11-17-8-7-16(3)20(23(17)21)10-9-19-13-18(26)14-22(27)29-19/h7-8,11,15-16,18-21,23,26H,6,9-10,12-14H2,1-5H3/t15-,16-,18+,19+,20-,21-,23-/m0/s1","Simvastatin, also known as the brand name product Zocor, is a lipid-lowering drug derived synthetically from a fermentation product of _Aspergillus terreus_. It belongs to the statin class of medications, which are used to lower the risk of cardiovascular disease and manage abnormal lipid levels by inhibiting the endogenous production of cholesterol in the liver. More specifically, statin medications competitively inhibit the enzyme hydroxymethylglutaryl-coenzyme A (HMG-CoA) Reductase,[A181421] which catalyzes the conversion of HMG-CoA to mevalonic acid and is the third step in a sequence of metabolic reactions involved in the production of several compounds involved in lipid metabolism and transport including cholesterol, low-density lipoprotein (LDL) (sometimes referred to as ""bad cholesterol""), and very low-density lipoprotein (VLDL). Prescribing of statin medications is considered standard practice following any cardiovascular events and for people with a moderate to high risk of development of CVD, such as those with Type 2 Diabetes. The clear evidence of the benefit of statin use coupled with very minimal side effects or long term effects has resulted in this class becoming one of the most widely prescribed medications in North America.[A181087, A181406]

Simvastatin and other drugs from the statin class of medications including [atorvastatin], [pravastatin], [rosuvastatin], [fluvastatin], and [lovastatin] are considered first-line options for the treatment of dyslipidemia.[A181087, A181406] Increasing use of the statin class of drugs is largely due to the fact that cardiovascular disease (CVD), which includes heart attack, atherosclerosis, angina, peripheral artery disease, and stroke, has become a leading cause of death in high-income countries and a major cause of morbidity around the world.[A181084] Elevated cholesterol levels, and in particular, elevated low-density lipoprotein (LDL) levels, are an important risk factor for the development of CVD.[A181087,A181553] Use of statins to target and reduce LDL levels has been shown in a number of landmark studies to significantly reduce the risk of development of CVD and all-cause mortality.[A181090,A181093,A181096,A181427,A181475,A181538] Statins are considered a cost-effective treatment option for CVD due to their evidence of reducing all-cause mortality including fatal and non-fatal CVD as well as the need for surgical revascularization or angioplasty following a heart attack.[A181087, A181406] Evidence has shown that even for low-risk individuals (with <10% risk of a major vascular event occurring within 5 years) statins cause a 20%-22% relative reduction in major cardiovascular events (heart attack, stroke, coronary revascularization, and coronary death) for every 1 mmol/L reduction in LDL without any significant side effects or risks.[A181397, A181403]

While all statin medications are considered equally effective from a clinical standpoint, [rosuvastatin] is considered the most potent; doses of 10 to 40mg [rosuvastatin] per day were found in clinical studies to result in a 45.8% to 54.6% decrease in LDL cholesterol levels, while simvastatin has been found to have an average decrease in LDL-C of ~35%.[A181409,A181535,A181538,A1793] Potency is thought to correlate to tissue permeability as the more lipophilic statins such as simvastatin are thought to enter endothelial cells by passive diffusion, as opposed to hydrophilic statins such as [pravastatin] and [rosuvastatin] which are taken up into hepatocytes through OATP1B1 (organic anion transporter protein 1B1)-mediated transport.[A181424,A181460] Despite these differences in potency, several trials have demonstrated only minimal differences in terms of clinical outcomes between statins.[A181427]",[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)C(C)(C)CC,4.68,Nephrotoxic,Simvastatin,30,mg
107,6918182,DB09267,Strontium ranelate,XXUZFRDUEGQHOV-UHFFFAOYSA-J,"InChI=1S/C12H10N2O8S.2Sr/c13-2-6-5(1-7(15)16)10(12(21)22)23-11(6)14(3-8(17)18)4-9(19)20;;/h1,3-4H2,(H,15,16)(H,17,18)(H,19,20)(H,21,22);;/q;2*+2/p-4","Strontium ranelate, a strontium (II) salt of ranelic acid, is a medication for osteoporosis. Some reports have shown that strontium ranelate can slow down the progression of osteoarthritis of the knee. This agent presents an atypical mechanism of action in which it increases deposition of new bone by osteoblasts and, simultaneously, reduces the resorption of bone by osteoclasts. It is therefore promoted as a ""dual action bone agent"" (DABA) indicated for use in treatment of severe osteoporosis.

Furthermore, various clinical studies demonstrate the ability of strontium ranelate to improve and strengthen intrinsic bone tissue quality and microarchitecture in osteoporosis by way of a number of cellular and microstructural changes by which anti-fracture efficacy is enhanced.

Available for prescription use for a time in some parts of the world as Protelos (strontium ranelate) 2 g granules for oral suspension by Servier, it was ultimately discontinued in 2016-2017 owing to an increased adverse cardiac effects profile along with increased risk of venous thromboembolism (VTE) and various life threatening allergic reactions.",[Sr++].[Sr++].[O-]C(=O)CN(CC([O-])=O)C1=C(C#N)C(CC([O-])=O)=C(S1)C([O-])=O,,Nephrotoxic,Strontium ranelate,2,g
108,5401,DB01162,Terazosin,VCKUSRYTPJJLNI-UHFFFAOYSA-N,"InChI=1S/C19H25N5O4/c1-26-15-10-12-13(11-16(15)27-2)21-19(22-17(12)20)24-7-5-23(6-8-24)18(25)14-4-3-9-28-14/h10-11,14H,3-9H2,1-2H3,(H2,20,21,22)","Terazosin is a quinazoline derivative alpha-1-selective adrenergic blocking agent indicated for benign prostatic hyperplasia and hypertension[FDA Label][A176831]. Terazosin blocks adrenaline's action on alpha-1 adrenergic receptors, causing relaxation of smooth muscle in blood vessels and the prostate[A176837].",COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1CCCO1,,Non-Nephrotoxic,Terazosin,5,mg
109,1130,DB00152,Thiamine,JZRWCGZRTZMZEH-UHFFFAOYSA-N,"InChI=1S/C12H17N4OS/c1-8-11(3-4-17)18-7-16(8)6-10-5-14-9(2)15-12(10)13/h5,7,17H,3-4,6H2,1-2H3,(H2,13,14,15)/q+1","Thiamine or thiamin, also known as vitamin B1, is a colorless compound with the chemical formula C12H17N4OS. It is soluble in water and insoluble in alcohol. Thiamine decomposes if heated. Thiamine was first discovered by Umetaro Suzuki in Japan when researching how rice bran cured patients of Beriberi. Thiamine plays a key role in intracellular glucose metabolism and it is thought that thiamine inhibits the effect of glucose and insulin on arterial smooth muscle cell proliferation. Thiamine plays an important role in helping the body convert carbohydrates and fat into energy. It is essential for normal growth and development and helps to maintain proper functioning of the heart and the nervous and digestive systems. Thiamine cannot be stored in the body; however, once absorbed, the vitamin is concentrated in muscle tissue.",CC1=C(CCO)SC=[N+]1CC1=CN=C(C)N=C1N,,Non-Nephrotoxic,Thiamine (vit B1),50,mg
110,5479,DB00911,Tinidazole,HJLSLZFTEKNLFI-UHFFFAOYSA-N,"InChI=1S/C8H13N3O4S/c1-3-16(14,15)5-4-10-7(2)9-6-8(10)11(12)13/h6H,3-5H2,1-2H3","A nitroimidazole antitrichomonal agent effective against _Trichomonas vaginalis_, _Entamoeba histolytica_, and _Giardia lamblia_ infections.",CCS(=O)(=O)CCN1C(C)=NC=C1[N+]([O-])=O,-0.35,Non-Nephrotoxic,Tinidazole,2,g
111,5503,DB00839,Tolazamide,OUDSBRTVNLOZBN-UHFFFAOYSA-N,"InChI=1S/C14H21N3O3S/c1-12-6-8-13(9-7-12)21(19,20)16-14(18)15-17-10-4-2-3-5-11-17/h6-9H,2-5,10-11H2,1H3,(H2,15,16,18)",A sulphonylurea hypoglycemic agent with actions and uses similar to those of chlorpropamide.,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CCCCCC1,2.69,Non-Nephrotoxic,Tolazamide,0.5,g
112,5505,DB01124,Tolbutamide,JLRGJRBPOGGCBT-UHFFFAOYSA-N,"InChI=1S/C12H18N2O3S/c1-3-4-9-13-12(15)14-18(16,17)11-7-5-10(2)6-8-11/h5-8H,3-4,9H2,1-2H3,(H2,13,14,15)","Tolbutamide is an oral antihyperglycemic agent used for the treatment of non-insulin-dependent diabetes mellitus (NIDDM). It is structurally similar to acetohexamide, chlorpropamide and tolazamide and belongs to the sulfonylurea class of insulin secretagogues, which act by stimulating β cells of the pancreas to release insulin. Sulfonylureas increase both basal insulin secretion and meal-stimulated insulin release. Medications in this class differ in their dose, rate of absorption, duration of action, route of elimination and binding site on their target pancreatic β cell receptor. Sulfonylureas also increase peripheral glucose utilization, decrease hepatic gluconeogenesis and may increase the number and sensitivity of insulin receptors. Sulfonylureas are associated with weight gain, though less so than insulin. Due to their mechanism of action, sulfonylureas may cause hypoglycemia and require consistent food intake to decrease this risk. The risk of hypoglycemia is increased in elderly, debilitated and malnourished individuals. Tolbutamide appears to be metabolized in the liver. Tolbutamide and its metabolites are excreted in urine (75-85%) and feces.",CCCCNC(=O)NS(=O)(=O)C1=CC=C(C)C=C1,2.34,Non-Nephrotoxic,Tolbutamide,1.5,g
